link_id,from_node_id,to_node_id,dir_flag,length,lanes,free_speed,capacity,link_type_name,link_type,geometry,allowed_uses,from_biway,is_link,vdf_toll,vdf_alpha,vdf_beta,vdf_plf,vdf_length_mi,vdf_free_speed_mph,free_speed_in_mph_raw,vdf_fftt,ref_volume,base_volume,base_vol_auto,restricted_turn_nodes
275,13,2107,1,1138.64,1,90,99999,connector,0,"LINESTRING (-111.9372945460827 33.370969836922804, -111.9458903 33.363664)",,1,0,0,0.15,4,1,0.71,55.0,55.0,0.76,,,,
276,2107,13,1,1138.64,1,90,99999,connector,0,"LINESTRING (-111.9458903 33.363664, -111.9372945460827 33.370969836922804)",,1,0,0,0.15,4,1,0.71,55.0,55.0,0.76,,,,
277,14,2130,1,821.62,1,90,99999,connector,0,"LINESTRING (-111.9197301488269 33.371174231536045, -111.919921 33.363768)",,1,0,0,0.15,4,1,0.51,55.0,55.0,0.55,,,,
278,2130,14,1,821.62,1,90,99999,connector,0,"LINESTRING (-111.919921 33.363768, -111.9197301488269 33.371174231536045)",,1,0,0,0.15,4,1,0.51,55.0,55.0,0.55,,,,
279,20,2916,1,1132.11,1,90,99999,connector,0,"LINESTRING (-111.9371759329003 33.35645209091047, -111.9457245 33.3491911)",,1,0,0,0.15,4,1,0.7,55.0,55.0,0.75,,,,
280,2916,20,1,1132.11,1,90,99999,connector,0,"LINESTRING (-111.9457245 33.3491911, -111.9371759329003 33.35645209091047)",,1,0,0,0.15,4,1,0.7,55.0,55.0,0.75,,,,
281,26,73,1,694.98,1,90,99999,connector,0,"LINESTRING (-111.91806232561137 33.385525129111265, -111.9106005 33.3852456)",,1,0,0,0.15,4,1,0.43,55.0,55.0,0.46,,,,
282,73,26,1,694.98,1,90,99999,connector,0,"LINESTRING (-111.9106005 33.3852456, -111.91806232561137 33.385525129111265)",,1,0,0,0.15,4,1,0.43,55.0,55.0,0.46,,,,
283,28,1526,1,1198.32,1,90,99999,connector,0,"LINESTRING (-111.91980915327268 33.3419174921397, -111.911169 33.3339088)",,1,0,0,0.15,4,1,0.74,55.0,55.0,0.8,,,,
284,1526,28,1,1198.32,1,90,99999,connector,0,"LINESTRING (-111.911169 33.3339088, -111.91980915327268 33.3419174921397)",,1,0,0,0.15,4,1,0.74,55.0,55.0,0.8,,,,
285,31,1725,1,1131.34,1,90,99999,connector,0,"LINESTRING (-111.93490620100386 33.400180223522, -111.926331 33.3929476)",,1,0,0,0.15,4,1,0.7,55.0,55.0,0.75,,,,
286,1725,31,1,1131.34,1,90,99999,connector,0,"LINESTRING (-111.926331 33.3929476, -111.93490620100386 33.400180223522)",,1,0,0,0.15,4,1,0.7,55.0,55.0,0.75,,,,
287,32,1308,1,504.21,1,90,99999,connector,0,"LINESTRING (-111.91617466422547 33.418997000088396, -111.9176995 33.4146345)",,1,0,0,0.15,4,1,0.31,55.0,55.0,0.34,,,,
288,1308,32,1,504.21,1,90,99999,connector,0,"LINESTRING (-111.9176995 33.4146345, -111.91617466422547 33.418997000088396)",,1,0,0,0.15,4,1,0.31,55.0,55.0,0.34,,,,
289,33,1220,1,885.77,1,90,99999,connector,0,"LINESTRING (-111.91768631805228 33.411143867046114, -111.909114 33.4146219)",,1,0,0,0.15,4,1,0.55,55.0,55.0,0.59,,,,
290,1220,33,1,885.77,1,90,99999,connector,0,"LINESTRING (-111.909114 33.4146219, -111.91768631805228 33.411143867046114)",,1,0,0,0.15,4,1,0.55,55.0,55.0,0.59,,,,
291,34,240,1,840.77,1,90,99999,connector,0,"LINESTRING (-111.90024923539201 33.41842864114234, -111.8914903 33.4165545)",,1,0,0,0.15,4,1,0.52,55.0,55.0,0.56,,,,
292,240,34,1,840.77,1,90,99999,connector,0,"LINESTRING (-111.8914903 33.4165545, -111.90024923539201 33.41842864114234)",,1,0,0,0.15,4,1,0.52,55.0,55.0,0.56,,,,
293,35,1859,1,825.85,1,90,99999,connector,0,"LINESTRING (-111.90026560299567 33.41113162123449, -111.8914429 33.410299)",,1,0,0,0.15,4,1,0.51,55.0,55.0,0.55,,,,
294,1859,35,1,825.85,1,90,99999,connector,0,"LINESTRING (-111.8914429 33.410299, -111.90026560299567 33.41113162123449)",,1,0,0,0.15,4,1,0.51,55.0,55.0,0.55,,,,
295,36,2286,1,1278.25,1,90,99999,connector,0,"LINESTRING (-111.95208423431605 33.396579067435745, -111.9573588 33.3859373)",,1,0,0,0.15,4,1,0.79,55.0,55.0,0.85,,,,
296,2286,36,1,1278.25,1,90,99999,connector,0,"LINESTRING (-111.9573588 33.3859373, -111.95208423431605 33.396579067435745)",,1,0,0,0.15,4,1,0.79,55.0,55.0,0.85,,,,
297,37,2286,1,616.93,1,90,99999,connector,0,"LINESTRING (-111.95266826470905 33.38200595780043, -111.9573588 33.3859373)",,1,0,0,0.15,4,1,0.38,55.0,55.0,0.41,,,,
298,2286,37,1,616.93,1,90,99999,connector,0,"LINESTRING (-111.9573588 33.3859373, -111.95266826470905 33.38200595780043)",,1,0,0,0.15,4,1,0.38,55.0,55.0,0.41,,,,
299,40,1314,1,265.41,1,90,99999,connector,0,"LINESTRING (-111.92207386771332 33.41666503787859, -111.9204498 33.4146974)",,1,0,0,0.15,4,1,0.16,55.0,55.0,0.18,,,,
300,1314,40,1,265.41,1,90,99999,connector,0,"LINESTRING (-111.9204498 33.4146974, -111.92207386771332 33.41666503787859)",,1,0,0,0.15,4,1,0.16,55.0,55.0,0.18,,,,
301,41,1421,1,880.76,1,90,99999,connector,0,"LINESTRING (-111.95217898996134 33.41466548323182, -111.9560174 33.4219249)",,1,0,0,0.15,4,1,0.55,55.0,55.0,0.59,,,,
302,1421,41,1,880.76,1,90,99999,connector,0,"LINESTRING (-111.9560174 33.4219249, -111.95217898996134 33.41466548323182)",,1,0,0,0.15,4,1,0.55,55.0,55.0,0.59,,,,
303,44,1725,1,1139.63,1,90,99999,connector,0,"LINESTRING (-111.91771099802081 33.40024816952753, -111.926331 33.3929476)",,1,0,0,0.15,4,1,0.71,55.0,55.0,0.76,,,,
304,1725,44,1,1139.63,1,90,99999,connector,0,"LINESTRING (-111.926331 33.3929476, -111.91771099802081 33.40024816952753)",,1,0,0,0.15,4,1,0.71,55.0,55.0,0.76,,,,
